episode,stage,miss,agari,draw,tenpai,average_value,average_entropy
 10180000,5, 72, 5733, 4195, 0, 0.4630090409038426, 0.010554154589111306
 10190000,5, 107, 5859, 4034, 0, 0.45785742724504125, 0.013528372584393147
 10200000,5, 190, 5507, 4303, 0, 0.404014970254629, 0.010461162839488745
 10210000,5, 73, 5787, 4140, 0, 0.4447230576486452, 0.008787721305573051
 10220000,5, 64, 5784, 4152, 0, 0.39478300931967586, 0.010771223946424475
 10230000,5, 82, 5622, 4296, 0, 0.3979762913416074, 0.010764209646531096
 10240000,5, 93, 5463, 4444, 0, 0.41991684066774154, 0.011037037443381718
 10250000,5, 79, 5670, 4251, 0, 0.39197589059719656, 0.00973276259945535
 10260000,5, 82, 5307, 4611, 0, 0.37997009879194044, 0.016923859117276754
 10270000,5, 98, 5300, 4602, 0, 0.4156349259912057, 0.013733568277812736
 10280000,5, 107, 5605, 4288, 0, 0.4318195773481156, 0.01514190668922854
 10290000,5, 87, 5784, 4129, 0, 0.4398751860484746, 0.01404242305148502
 10300000,5, 89, 5749, 4162, 0, 0.4638738743187668, 0.012966679775345963
 10310000,5, 148, 5694, 4158, 0, 0.5019923276134244, 0.01171281446550859
 10320000,5, 89, 5742, 4169, 0, 0.45178942157081375, 0.008641921305967885
 10330000,5, 124, 5656, 4220, 0, 0.42453043030802345, 0.010216097790685602
 10340000,5, 111, 5701, 4188, 0, 0.4654570871115971, 0.011819365863992274
 10350000,5, 98, 5657, 4245, 0, 0.45450604948198725, 0.012251882531377134
 10360000,5, 116, 5697, 4187, 0, 0.45817845212054137, 0.01014930896804549
 10370000,5, 94, 5661, 4245, 0, 0.37528326938682516, 0.012879938185186538
 10380000,5, 119, 5597, 4284, 0, 0.4812316732068521, 0.009159070769191362
 10390000,5, 140, 5709, 4151, 0, 0.39085658452899724, 0.012607576693569999
 10400000,5, 122, 5715, 4163, 0, 0.44474543974653247, 0.012511716906000295
 10410000,5, 62, 5750, 4188, 0, 0.452669721912815, 0.013228438206057059
 10420000,5, 74, 5665, 4261, 0, 0.4614231717722327, 0.013644477073307154
 10430000,5, 91, 5659, 4250, 0, 0.45439952614480317, 0.011533960946938275
 10440000,5, 86, 5572, 4342, 0, 0.4253463331852037, 0.011876743126362645
 10450000,5, 100, 5795, 4105, 0, 0.464605845896967, 0.01280599597896174
 10460000,5, 84, 5880, 4036, 0, 0.4518042611962572, 0.01219151708607403
 10470000,5, 71, 5630, 4299, 0, 0.4513650208148928, 0.01224269356802882
 10480000,5, 95, 5750, 4155, 0, 0.4875121834011124, 0.012299440236540386
 10490000,5, 75, 5816, 4109, 0, 0.49351320162698564, 0.010269482187544051
 10500000,5, 104, 5634, 4262, 0, 0.4550668700679673, 0.011276185184908498
 10510000,5, 67, 5708, 4225, 0, 0.4258614985899208, 0.010886187943697253
 10520000,5, 69, 5771, 4160, 0, 0.42630819724089114, 0.011686152003699385
 10530000,5, 77, 5683, 4240, 0, 0.43062850310591494, 0.010262211155362562
 10540000,5, 97, 5665, 4238, 0, 0.4866176013902708, 0.011008102877403758
 10550000,5, 87, 5729, 4184, 0, 0.38888169795978533, 0.011760346025896474
 10560000,5, 63, 5686, 4251, 0, 0.4021660971272792, 0.01164842176049397
 10570000,5, 88, 5485, 4427, 0, 0.4981699873875587, 0.011198481154180482
 10580000,5, 41, 5762, 4197, 0, 0.4639877501634832, 0.01120366895992542
 10590000,5, 73, 5683, 4244, 0, 0.4215362425719135, 0.011588645565519945
 10600000,5, 48, 5821, 4131, 0, 0.4626557108597702, 0.009690813427282098
 10610000,5, 71, 5883, 4046, 0, 0.4397854343212977, 0.008630187020859867
 10620000,5, 83, 5831, 4086, 0, 0.3970049649243746, 0.009337670936685163
 10630000,5, 87, 5550, 4363, 0, 0.47991067285008054, 0.009960666222404024
 10640000,5, 128, 5267, 4605, 0, 0.42562467713250174, 0.010405219095212217
 10650000,5, 150, 5538, 4312, 0, 0.4577886795135799, 0.016610429960148543
 10660000,5, 91, 5667, 4242, 0, 0.457540357254477, 0.010051134772514415
 10670000,5, 94, 5734, 4172, 0, 0.4463060019584686, 0.007972540319063812
 10680000,5, 85, 5885, 4030, 0, 0.5060796536666302, 0.01150107767171716
 10690000,5, 73, 5802, 4125, 0, 0.39705811261951773, 0.009807874830310453
 10700000,5, 75, 5716, 4209, 0, 0.4341998629156617, 0.010308158101929503
 10710000,5, 158, 5735, 4107, 0, 0.3985036114345687, 0.008889321360739982
 10720000,5, 106, 5624, 4270, 0, 0.43629913477833965, 0.011500761483585998
 10730000,5, 97, 5746, 4157, 0, 0.4502998242102048, 0.010149261255900946
 10740000,5, 71, 5791, 4138, 0, 0.4005384272359041, 0.007178549403921638
 10750000,5, 97, 5683, 4220, 0, 0.4627859760033184, 0.008985300582811733
 10760000,5, 103, 5668, 4229, 0, 0.37679745906701884, 0.015348609719755307
 10770000,5, 126, 5626, 4248, 0, 0.46600818331321636, 0.0103570695450292
 10780000,5, 106, 5479, 4415, 0, 0.4131510823274065, 0.010242440090012048
 10790000,5, 117, 5379, 4504, 0, 0.3998425010441568, 0.00965719376115988
 10800000,5, 114, 5289, 4597, 0, 0.4134915294516194, 0.008645958623129158
 10810000,5, 78, 5455, 4467, 0, 0.3887405356035174, 0.014973753282268097
 10820000,5, 110, 5604, 4286, 0, 0.41900633336127685, 0.008906421370734335
 10830000,5, 70, 5784, 4146, 0, 0.3763763780932738, 0.011955590285483552
 10840000,5, 103, 5667, 4230, 0, 0.3931381712176863, 0.010561529759000526
 10850000,5, 116, 5682, 4202, 0, 0.3969032341712865, 0.00982213869084509
 10860000,5, 103, 5643, 4254, 0, 0.429787110103383, 0.009699628592989094
 10870000,5, 135, 5731, 4134, 0, 0.41976604498148495, 0.007697150635942243
 10880000,5, 125, 5677, 4198, 0, 0.4761542898998879, 0.009777598191068812
 10890000,5, 83, 5665, 4252, 0, 0.43518916254785056, 0.010091388908923008
 10900000,5, 112, 5614, 4274, 0, 0.42307186365833066, 0.009125933477064573
 10910000,5, 68, 5714, 4218, 0, 0.4469914680187731, 0.011487453712127865
 10920000,5, 75, 5655, 4270, 0, 0.4262677538737814, 0.013237847544642469
 10930000,5, 72, 5721, 4207, 0, 0.41976274252575074, 0.011597720929324817
 10940000,5, 46, 5867, 4087, 0, 0.5035008957922452, 0.007997233228501337
 10950000,5, 81, 5699, 4220, 0, 0.4443405784379118, 0.009909172490886234
 10960000,5, 98, 5668, 4234, 0, 0.4506849379548667, 0.008822556013665384
 10970000,5, 139, 5296, 4565, 0, 0.4114381716622865, 0.008437876834270061
 10980000,5, 75, 5646, 4279, 0, 0.4808291885786983, 0.010616150947043167
 10990000,5, 75, 5766, 4159, 0, 0.48224166196448925, 0.010848258196091034
 11000000,5, 104, 5693, 4203, 0, 0.4074768798547018, 0.00909440577336174
 11010000,5, 88, 5637, 4275, 0, 0.4826018238835579, 0.010116992931913793
 11020000,5, 44, 5906, 4050, 0, 0.4510883618084254, 0.01106760798234529
 11030000,5, 79, 5791, 4130, 0, 0.4289276056606335, 0.009742681619173483
 11040000,5, 121, 5634, 4245, 0, 0.4227814815798694, 0.01094868053888472
 11050000,5, 100, 5600, 4300, 0, 0.3398363753992246, 0.013429423721309848
 11060000,5, 79, 5599, 4322, 0, 0.4763022102866003, 0.00813651730478891
 11070000,5, 103, 5595, 4302, 0, 0.49190664604678597, 0.011557431418000537
 11080000,5, 119, 5708, 4173, 0, 0.47468192737661724, 0.014480276760200589
 11090000,5, 138, 5519, 4343, 0, 0.4691246223442315, 0.013500895886409512
 11100000,5, 170, 5500, 4330, 0, 0.4169274173713852, 0.013903334318123227
 11110000,5, 173, 5611, 4216, 0, 0.4514477517321705, 0.0108128226061202
 11120000,5, 137, 5783, 4080, 0, 0.4300373515966155, 0.010206951585133928
 11130000,5, 92, 5838, 4070, 0, 0.44421793581748586, 0.009240088746033555
